0.0 2144
2.09351 2680
2.11042 3216
2.31042 3752
2.33402 4288
2.3587 4824
2.53912 5360
2.56272 5896
2.58632 6432
2.63352 6968
2.75603 7504
2.77963 8040
2.80323 8576
2.82683 9112
2.85043 9648
2.90943 10184
3.03923 10720
3.06283 11256
3.08643 11792
3.11003 12328
3.13363 12864
3.15723 13400
3.18083 13936
3.20443 14472
3.26343 15008
3.38143 15544
3.40503 16080
3.42863 16616
3.47583 17152
3.53499 17688
3.55859 17688
3.55859 8308
4.29003 8342
4.31363 8376
4.45523 8410
4.47883 8444
4.50243 8478
4.52603 8511
4.54963 8544
4.57323 8577
4.59683 8610
4.62043 8643
4.64451 8676
4.69139 8676
4.69139 3752
5.13249 3828
5.16789 3903
5.19149 3976
5.3494 4048
5.3848 4118
5.4084 4187
5.5736 4255
5.60171 4322
5.62531 4388
5.81411 4453
5.83771 4517
5.86131 4580
5.88491 4642
6.05011 4703
6.07371 4764
6.09731 4824
6.12091 4883
6.28611 4941
6.30971 4999
6.33331 5056
6.35691 5112
6.53391 5168
6.55751 5223
6.58111 5278
6.60471 5332
6.79351 5385
6.81711 5438
6.84071 5490
6.86431 5542
7.06491 5593
7.08851 5644
7.11211 5694
7.13571 5744
7.15931 5794
7.34811 5843
7.37171 5892
7.39531 5940
7.41891 5988
7.44251 6035
7.64311 6082
7.66671 6129
7.69031 6175
7.71391 6221
7.73751 6267
7.94931 6312
7.96171 6357
7.98531 6402
8.00891 6446
8.03251 6490
8.05611 6534
8.28031 6577
8.30391 6620
8.32751 6663
8.35111 6706
8.37471 6748
8.39831 6790
8.61071 6832
8.63431 6874
8.65791 6915
8.68151 6956
8.70511 6997
8.72871 7038
8.94111 7078
8.96471 7118
8.98831 7158
9.01191 7198
9.03551 7237
9.05911 7276
9.27091 7315
9.29511 7354
9.31871 7393
9.34231 7431
9.36591 7469
9.38951 7507
9.41311 7545
9.63731 7583
9.66091 7620
9.69631 7657
9.71991 7694
9.74351 7731
9.76711 7768
9.86151 7804
9.99131 7840
10.0267 7876
10.0503 7912
10.0975 7948
10.1683 7984
10.2273 8019
10.2745 8054
10.3453 8089
10.4161 8124
10.4397 8159
10.4869 8194
10.5459 8229
10.5813 8263
10.6285 8297
10.6875 8331
10.7583 8365
10.7819 8399
10.8291 8433
10.8881 8467
10.9235 8500
10.9707 8533
11.0297 8566
11.1005 8599
11.1241 8632
11.1713 8665
11.1949 8698
11.2185 8731
11.2421 8763
11.3011 8795
11.3719 8827
11.3955 8859
11.4191 8891
11.4781 8923
11.5017 8955
11.5253 8987
11.5489 9018
11.6079 9049
11.6787 9080
11.7023 9111
11.7259 9142
11.7613 9173
11.7849 9204
11.8085 9235
11.8321 9266
11.9029 9297
11.9737 9327
11.9973 9357
12.0209 9387
12.0445 9417
12.0681 9447
12.0917 9477
12.1153 9507
12.1979 9537
12.2687 9567
12.2923 9597
12.3159 9626
12.3395 9655
12.3631 9684
12.3867 9713
12.4103 9742
12.5047 9771
12.5755 9800
12.5991 9829
12.6227 9858
12.6463 9887
12.6699 9916
12.6935 9944
12.7171 9972
12.7407 10000
12.8351 10028
12.9177 10056
12.9413 10084
12.9649 10112
12.9885 10140
13.0121 10168
13.0357 10196
13.0593 10224
13.0829 10252
13.1773 10280
13.2481 10307
13.2717 10334
13.2953 10361
13.3189 10388
13.3425 10415
13.3661 10442
13.3897 10469
13.4133 10496
13.5195 10523
13.5903 10550
13.6139 10577
13.6375 10604
13.6729 10631
13.6965 10658
13.7201 10684
13.7437 10710
13.7673 10736
13.8617 10762
13.9325 10788
13.9561 10814
13.9797 10840
14.0269 10866
14.0505 10892
14.0741 10918
14.0977 10944
14.1213 10970
14.2157 10996
14.2629 11022
14.2865 11048
14.3337 11074
14.3927 11099
14.4163 11124
14.4399 11149
14.4635 11174
14.4871 11199
14.5815 11224
14.6287 11249
14.6523 11274
14.6995 11299
14.7467 11324
14.7703 11349
14.7939 11374
14.8175 11399
14.8765 11424
14.9355 11449
14.9827 11474
15.0063 11499
15.0771 11523
15.1009 11547
15.1245 11547
15.1245 5092
15.6789 5148
15.7261 5203
15.7497 5258
15.7733 5312
15.9503 5366
15.9739 5419
16.0211 5472
16.0447 5524
16.2099 5576
16.2335 5627
16.2571 5678
16.3043 5728
16.3279 5778
16.5049 5827
16.5285 5876
16.5521 5924
16.5993 5972
16.6229 6020
16.8117 6067
16.8353 6114
16.8589 6160
16.9061 6206
16.9297 6252
17.1303 6297
17.1539 6342
17.1775 6387
17.2247 6431
17.2483 6475
17.4371 6519
17.4607 6563
17.4843 6606
17.5315 6649
17.5551 6692
17.5787 6734
17.7675 6776
17.7911 6818
17.8147 6860
17.8737 6901
17.8973 6942
17.9209 6983
18.1097 7024
18.1333 7064
18.1569 7104
18.2277 7144
18.2513 7184
18.2749 7223
18.4519 7262
18.4755 7301
18.4991 7340
18.5699 7379
18.5935 7417
18.6289 7455
18.7941 7493
18.8177 7531
18.8531 7569
18.9121 7606
18.9593 7643
18.9829 7680
19.1363 7717
19.1599 7754
19.2071 7791
19.2661 7827
19.3133 7863
19.3369 7899
19.3959 7935
19.4903 7971
19.5257 8007
19.5611 8042
19.6201 8077
19.6673 8112
19.7145 8147
19.7499 8182
19.8443 8217
19.9033 8251
19.9269 8285
19.9859 8319
20.0095 8353
20.0331 8387
20.0567 8421
20.1157 8455
20.1747 8488
20.1983 8521
20.2573 8554
20.2809 8587
20.3045 8620
20.3281 8653
20.3753 8686
20.4461 8719
20.4697 8751
20.5169 8783
20.5405 8815
20.5641 8847
20.5877 8879
20.6113 8911
20.6585 8943
20.7293 8975
20.7529 9007
20.8001 9038
20.8237 9069
20.8473 9100
20.8709 9131
20.8945 9162
20.9417 9193
21.0243 9224
21.0479 9255
21.0951 9286
21.1187 9316
21.1423 9346
21.1659 9376
21.1895 9406
21.2367 9436
21.3311 9466
21.3547 9496
21.4019 9526
21.4255 9556
21.4491 9586
21.4727 9615
21.4963 9644
21.5435 9673
21.6497 9702
21.6733 9731
21.7205 9760
21.7441 9789
21.7677 9818
21.7913 9847
21.8149 9876
21.8621 9905
21.8857 9934
21.9801 9962
22.0037 9990
22.0509 10018
22.0745 10046
22.0981 10074
22.1217 10102
22.1453 10130
22.1925 10158
22.2161 10186
22.3105 10214
22.3341 10242
22.3931 10270
22.4167 10297
22.4403 10324
22.4639 10351
22.4875 10378
22.5347 10405
22.5583 10432
22.6527 10459
22.6763 10486
22.7353 10513
22.7589 10540
22.7943 10567
22.8179 10594
22.8415 10621
22.8887 10648
22.9123 10674
22.9949 10700
23.0185 10726
23.0775 10752
23.1011 10778
23.1365 10804
23.1601 10830
23.1955 10856
23.2545 10882
23.2781 10908
23.3371 10934
23.3961 10960
23.4315 10986
23.4669 11012
23.4905 11038
23.5377 11064
23.5849 11089
23.6085 11114
23.6793 11139
23.7029 11164
23.7737 11189
23.7973 11214
23.8209 11239
23.8445 11264
23.8917 11289
23.9271 11314
23.9625 11339
24.0451 11364
24.1041 11389
24.1277 11414
24.1631 11439
24.1867 11464
24.2339 11489
24.2931 5092
24.9183 5148
24.9419 5203
25.0953 5258
25.1425 5312
25.1897 5366
25.2133 5419
25.2369 5472
25.4139 5524
25.4611 5576
25.4847 5627
25.5083 5678
25.5319 5728
25.7207 5778
25.7679 5827
25.7915 5876
25.8151 5924
25.8387 5972
26.0393 6020
26.0865 6067
26.1101 6114
26.1337 6160
26.1573 6206
26.3461 6252
26.3933 6297
26.4169 6342
26.4405 6387
26.4641 6431
26.6529 6475
26.7119 6519
26.7355 6563
26.7591 6606
26.7827 6649
26.9715 6692
26.9951 6734
27.0659 6776
27.0895 6818
27.1131 6860
27.1367 6901
27.3255 6942
27.3491 6983
27.4199 7024
27.4435 7064
27.4671 7104
27.4907 7144
27.6795 7184
27.7267 7223
27.7621 7262
27.7857 7301
27.8211 7340
27.8801 7379
28.0217 7417
28.0689 7455
28.1043 7493
28.1633 7531
28.1869 7569
28.2341 7606
28.3639 7643
28.4111 7680
28.4583 7717
28.5173 7754
28.5645 7791
28.5881 7827
28.6471 7863
28.7179 7899
28.7651 7935
28.8359 7971
28.8713 8007
28.9421 8042
28.9657 8077
29.0247 8112
29.0719 8147
29.1191 8182
29.1899 8217
29.2371 8251
29.2607 8285
29.2843 8319
29.3079 8353
29.3315 8387
29.3787 8421
